id,keyword,location,text,target,cleaned_text,text_length,word_count
3923,destroyed,"Petaling Jaya, Selangor","Not all #Muslims are alowed to freely recite the #Quran. In #China the government heavily oppresses Muslims,…",0,not all muslims are alowed to freely recite the quran in china the government heavily oppresses muslims,103,17
5172,explosion,Kenol Makutano.,Two Belgian soldiers currently serving in #Mali were injured when their vehicle Dingo II (MPPV) drove over an Improvise…,1,two belgian soldiers currently serving in mali were injured when their vehicle dingo ii mppv drove over an improvise,116,19
4457,drowned,,"too many times, you’ve drowned yourself for people who can’t swim in your love language. burnt yourself for people who ca…",0,too many times youve drowned yourself for people who cant swim in your love language burnt yourself for people who ca,117,21
5431,fatality,"Cork, Ireland","How Oslo - a city three times the size of #cork but that also has hills and bad weather - reduced the number of pedestrian,…",0,how oslo a city three times the size of cork but that also has hills and bad weather reduced the number of pedestrian,117,23
6455,hijack,"Houston, TX",Me at lunch with my coworkers when I hijack the convo https://t.co/ShXdHy8fHW,0,me at lunch with my coworkers when i hijack the convo,53,11
2559,collision,"South East, England",#M3 Northbound between J12 #Pitmore &amp; J11 #Shawford - the outside lane is blocked due to a traffic collision - Poli… https://t.co/yeF63cumxZ,1,m northbound between j pitmore amp j shawford the outside lane is blocked due to a traffic collision poli,105,19
10167,thunderstorm,"Mumbai, India",Isolated to scattered rain/thunderstorm over Punjab during 15th-17th; over Madhya Pradesh and Rajasthan during 15th-16th…,1,isolated to scattered rainthunderstorm over punjab during thth over madhya pradesh and rajasthan during thth,108,15
6509,hijacker,,"Yes, we need to strengthening our borders &amp; limiting LEGAL &amp; illegal immigration; I hope it is too l… https://t.co/tQvTTwIcii",0,yes we need to strengthening our borders amp limiting legal amp illegal immigration i hope it is too l,102,19
9028,screams,,All that GLITTERs is not GOLD But https://t.co/bHeTIzDhNd GLITTERS and SCREAMS GOLD🔱😊 • • • • #5DaysToTitansCollection #5…,0,all that glitters is not gold but glitters and screams gold daystotitanscollection,82,12
8722,rioting,Türkiye,"I disagree. China might be economically strong, but Hong Kong showed that it could not quell the r… https://t.co/EedLKyovUu",0,i disagree china might be economically strong but hong kong showed that it could not quell the r,96,18
5869,flooding,,#ALGW nice buys flooding in here. onto the next level 3p next hit 4p before all important #RNS …,0,algw nice buys flooding in here onto the next level p next hit p before all important rns,89,18
10375,trapped,,"Lately, right now I feel like it's all over 'Cause I've been trapped inside my head for so long I'm sorry, I should… https://t.co/ptF4NQSJrX",0,lately right now i feel like its all over cause ive been trapped inside my head for so long im sorry i should,109,23
9145,sinkhole,"München, Bayern","Sinkhole in China swallows bus, killing 6 – NEWPAPER24 https://t.co/pynnLGUSIt https://t.co/xrHhPPJrc5",1,sinkhole in china swallows bus killing newpaper,47,7
380,armageddon,"Rockford, IL",Have you ever thought about making another Spawn game? Like Spawn Armageddon back in the days.,0,have you ever thought about making another spawn game like spawn armageddon back in the days,92,16
217,ambulance,Malawi,Angels Over Africa: A Netcare 911 air ambulance with Doctor and Paramedic has been activated for an inter-hospital-trans…,1,angels over africa a netcare air ambulance with doctor and paramedic has been activated for an interhospitaltrans,113,17
4311,drought,,"It is not the best measure of “climate change”. Drought, flash floods etc cannot be assessed with ocean heat content. B…",0,it is not the best measure of climate change drought flash floods etc cannot be assessed with ocean heat content b,114,21
9036,screams,,"Here's a tiny behind the scenes from Ep 11 of the #DemonSlayer dub! This was my first full episode as Zenitsu, so we spent t…",0,heres a tiny behind the scenes from ep of the demonslayer dub this was my first full episode as zenitsu so we spent t,117,24
10071,terrorist,Was,realDonaldTrump: #CovFeFe #ShitFlingingOrangeMacaque Can you believe this jerk is our President? #StateOfTheUniom… https://t.co/yCmgculvKs,0,realdonaldtrump covfefe shitflingingorangemacaque can you believe this jerk is our president stateoftheuniom,108,12
5208,explosion,Japan Real Japanese  本庄がホームコース,Canal Blue TME now live in the Torque GT showroom... https://t.co/XfrEsK24UE In the past few years we’ve witnessed an explosi…,0,canal blue tme now live in the torque gt showroom in the past few years weve witnessed an explosi,97,19
8730,rioting,Jaipur,"Men unloading corpses from truck in preparation for cremation after bloody rioting - Calcutta, 1946 https://t.co/D7gmQKe9og",1,men unloading corpses from truck in preparation for cremation after bloody rioting calcutta,91,13
1712,buildings%20burning,"Calgary, Alberta","I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country, dodgi…",0,i flirted with danger when i was younger amp did stupid things yet fate spared me i grew amp fought for my country dodgi,120,24
4423,drowned,,anyway here’s a video of being drowned out by us chanting “black lives matter” https://t.co/JFoYbeaGPA,0,anyway heres a video of being drowned out by us chanting black lives matter,75,14
10723,violent%20storm,staoueli alger algerie,Status Red Marine Gale Warning Gale force 8 to storm force 10 southerly winds will develop overnight and on Monday mor…,1,status red marine gale warning gale force to storm force southerly winds will develop overnight and on monday mor,113,19
9010,screaming,"Florida, USA",My friend stayed the night and literally she look like she wanted to kill me when she woke up to Weston screaming at 3:30 am 😂,0,my friend stayed the night and literally she look like she wanted to kill me when she woke up to weston screaming at am,119,24
9623,suicide%20bomb,"Rawalpindi, Pakistan",Last 3 weeks main 3 bomb &amp; suicide attacks howay street crime main 100… https://t.co/8S9dM1emH9,1,last weeks main bomb amp suicide attacks howay street crime main,64,11
7251,mass%20murder,,"Made in #China, do you know what else is made in China? Mass rape, concentration camps, murder, child abduction and bannin…",0,made in china do you know what else is made in china mass rape concentration camps murder child abduction and bannin,116,21
245,annihilated,UK,"Polls mean shit all Hugh, they were wrong, massively, we have effectively now had 3 votes, leave won… https://t.co/EpTuVM6j5q",0,polls mean shit all hugh they were wrong massively we have effectively now had votes leave won,94,17
10122,threat,USA 🇺🇸,Trump has lost all credibility. The office he holds has lost all credibility. America has become…,0,trump has lost all credibility the office he holds has lost all credibility america has become,94,16
7969,oil%20spill,"Ohio, USA",All hands were on deck during our oil spill cleanup simulation in Science of Technology today. … https://t.co/oBuFBVSqo3,0,all hands were on deck during our oil spill cleanup simulation in science of technology today,93,16
10345,trapped,"Camden, NJ",I trapped on the night shift 🌑,0,i trapped on the night shift,28,6
11062,wildfire,Transgender,"""You don't bring Wildfire into your home and expect it to stay in the fireplace."" - #Loki, The Gospel of Loki, Joanne M. H…",0,you dont bring wildfire into your home and expect it to stay in the fireplace loki the gospel of loki joanne m h,112,23
7786,obliterate,massachusetts and now dunedin,Angel investing in any startup that will obliterate my entire self,0,angel investing in any startup that will obliterate my entire self,66,11
7714,nuclear%20reactor,European Union,"Congratulations to EIT InnoEnergy Master School graduate, Eirik Eide Pettersen who has been listed in MIT's Innovat… https://t.co/mtJX6bqP8B",0,congratulations to eit innoenergy master school graduate eirik eide pettersen who has been listed in mits innovat,113,17
2157,catastrophic,SF Bay Area,guardianeco: Australian fiction is already challenging the idea that catastrophic bushfire is normal | Rachel Fetherson htt…,0,guardianeco australian fiction is already challenging the idea that catastrophic bushfire is normal rachel fetherson htt,120,16
3632,derail,,Design of AR-15 could derail charges tied to popular rifle https://t.co/zsZ0G6L7wX #10TV https://t.co/VyQ8uNCJC4,0,design of ar could derail charges tied to popular rifle tv,58,11
9982,terrorism,,These are the times &amp; days of the corrupt gov &amp; charlatans that are now cabinet ministers. Only a profoundly…,0,these are the times amp days of the corrupt gov amp charlatans that are now cabinet ministers only a profoundly,111,20
938,blazing,USA  🇺🇸,On Scorched Earth People 🔥: 👉Most of them have their own parallel platforms when they enter #ADOS as a movement🤔…,0,on scorched earth people most of them have their own parallel platforms when they enter ados as a movement,106,19
7465,meltdown,rivendell,a few days ago I was having a meltdown and Rory played me Do the Pachacuti to cheer me up. never settle for someone… https://t.co/WDi74lzSrJ,0,a few days ago i was having a meltdown and rory played me do the pachacuti to cheer me up never settle for someone,114,24
1344,body%20bag,"Round Rock, TX","Typo. Yes, coroner. Witnesses confirmed body bag leaving the vacant house along with multiple evidence… https://t.co/eQbKXGkfj8",1,typo yes coroner witnesses confirmed body bag leaving the vacant house along with multiple evidence,99,15
8979,screaming,"🏳️‍🌈, multi, rps",where is those by9ers who plead for justice and kept on screaming justice for months? justice??? really???,0,where is those byers who plead for justice and kept on screaming justice for months justice really,98,17
265,annihilated,Home,...and Disney &amp; the Psych-Rey-Lo’s wonder why we’re upset w. Star Wars; which is… https://t.co/uh4ZSqa5e3,0,and disney amp the psychreylos wonder why were upset w star wars which is,73,14
9615,structural%20failure,,The collapse of the Twin Towers and 7 World Trade Center were the result of controlled demolitions rather than structu…,1,the collapse of the twin towers and world trade center were the result of controlled demolitions rather than structu,116,19
